지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조 시간(hr)
146,2018-07-24,30.6,26.5,453,36.5,1337,,1.6,79,12.7
146,2018-07-25,29.9,26.8,501,34.8,1437,,1.7,84.5,9.9
146,2018-07-26,30,26,417,34.8,1315,,1.6,80.4,12.8
146,2018-07-27,30.1,25.8,540,36,1627,,1.6,82.9,11.9
146,2018-07-28,29,24.5,1842,34.7,1317,1.8,1.6,90,7.8
146,2018-07-29,30.2,25.3,432,34.9,1410,,2.2,76.3,12.4
146,2018-07-30,30.5,25.7,519,36.1,1616,,1.9,70.8,9.3
146,2018-07-31,30.8,24.9,605,36.8,1354,,1.4,71.1,9.5
146,2018-08-01,32,25.3,556,38.4,1413,,1.7,69.1,12.5
146,2018-08-02,32.1,26.7,349,37.2,1322,,1.4,71.5,9.2
