지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조 시간(hr)
146,2016-08-07,28.5,24.2,552,33.3,1341,0,1.7,80.4,9.4
146,2016-08-08,28.8,24.3,530,33.5,1532,,1.5,75.8,10.7
146,2016-08-09,29,24.4,432,33.3,1536,,1.4,77,5.6
146,2016-08-10,29.1,25.9,527,34.1,1517,,1.5,76.8,9.3
146,2016-08-11,29.6,24.6,556,34.9,1520,,1.4,73.5,12
146,2016-08-12,29.6,25.3,435,35.3,1558,,1.5,75.8,12.1
146,2016-08-13,29,24.6,519,34.1,1500,,1.7,78.1,12.2
146,2016-08-14,29.2,25.9,508,34,1512,,1.7,81.9,7.1
146,2016-08-15,28.7,26.4,821,33.8,1416,.4,1.8,78.9,6.6
146,2016-08-16,28.3,24.6,617,34.1,1441,,1.6,70.4,10.7
146,2016-08-17,28.4,23.9,542,33.5,1601,,1.6,71.8,9
146,2016-08-18,28.3,25.5,608,34.4,1427,2.3,1.2,79.4,4.6
146,2016-08-19,28.8,24.5,504,35.2,1252,,1.3,75.4,6.7
146,2016-08-20,29.6,25.5,502,36.2,1459,,1.6,72.8,7.4
146,2016-08-21,29.3,24.2,459,34.4,1450,,1.4,66.8,10
146,2016-08-22,28.9,24.4,604,35.1,1449,,1.7,71.5,12
146,2016-08-23,27.7,24.8,440,30.7,1029,4.4,1.1,81,3.7
146,2016-08-24,28.9,24.7,554,34,1440,0,1.4,75.3,11
146,2016-08-25,28,23.9,606,33.7,1330,,1.7,71,8.9
146,2016-08-26,23.4,19.5,2306,26.7,1010,1.8,1.3,88,0
146,2016-08-27,23.4,19.7,1,27.8,1447,.1,1,66,1.9
146,2016-08-28,20.3,17.8,2356,23.4,1156,.7,2.5,81.9,1.8
146,2016-08-29,21.3,16.2,542,27.7,1515,,2.7,70.4,11.7
146,2016-08-30,21.2,18.6,509,24.5,1251,1.2,3.8,74,4.5
146,2016-08-31,23.5,19.2,329,26.5,1321,1.2,5.6,66,5.7
146,2016-09-01,27.1,23,604,32.5,1519,,3.3,61.8,10.2
146,2016-09-02,22.3,20.9,617,25.2,19,.3,2.2,84.6,1.5
146,2016-09-03,24.8,20.4,47,30.8,1549,0,1.3,76.5,8.5
146,2016-09-04,26.2,21.6,536,31.4,1234,0,1.3,77,3.8
146,2016-09-05,25.4,22.5,2348,30.3,1436,2.6,1.5,84.4,6.5
146,2016-09-06,23.8,19.9,610,28.9,1249,,1,77.8,1.6
146,2016-09-07,22.9,19.9,539,28.7,1529,.2,1.2,78.4,1.1
146,2016-09-08,23.4,19,548,28.8,1506,0,1.6,77.6,7.5
146,2016-09-09,23.6,20,541,29.2,1449,,1.8,75,8.8
146,2016-09-10,22.6,18.5,605,28.4,1419,0,1.2,80.1,1.7
146,2016-09-11,23.8,19.3,548,29.7,1353,,1.3,76.6,4
146,2016-09-12,23.6,20.8,439,29.2,1439,.9,1.2,78.5,5.9
146,2016-09-13,24.3,18.6,456,30.7,1416,,1.5,74,9.6
146,2016-09-14,23.8,21.1,305,29.2,1332,,1.5,79.5,2.9
146,2016-09-15,24.3,19,520,29.8,1347,,1.1,70.6,7.6
146,2016-09-16,21.7,20.5,2330,23.2,1,15.2,.3,91.6,0
146,2016-09-17,19.9,19,542,21.3,1528,95.2,1.2,98.3,0
146,2016-09-18,19.3,17.6,1900,20.4,1420,12.6,.5,96.5,0
146,2016-09-19,21.2,18.2,222,27.2,1418,,1.2,73.6,4.5
146,2016-09-20,20.2,15.5,627,25.4,1452,,2,56.8,11.5
146,2016-09-21,20,13.9,610,24.9,1058,,1.3,63.6,6.3
146,2016-09-22,20.8,17.3,449,26,1513,,1.4,66.9,8.6
146,2016-09-23,20.8,15.8,401,27,1507,,1.4,70.3,8.5
146,2016-09-24,21.7,16,533,28.2,1407,,1.4,72,10.3
146,2016-09-25,21.6,17.4,510,25.6,1130,,1,82.1,1.2
146,2016-09-26,23.3,18.5,411,28,1342,.6,1,80.8,2.2
146,2016-09-27,24.5,21.3,641,30.1,1240,6.8,1.6,86.8,4.5
146,2016-09-28,21.7,19.1,650,25,1225,0,1.3,87.9,.5
146,2016-09-29,21.5,19.5,2318,24.9,1448,0,1.3,85.5,0
146,2016-09-30,18,17.2,2253,19.6,1,11,.9,95.1,0
146,2016-10-01,18.7,16.6,157,21.8,1423,.6,.8,94.9,0
146,2016-10-02,23,18.3,1,28.9,1438,3.1,1.6,88.1,1.5
146,2016-10-03,22.6,19.9,2351,24.4,627,6.1,1.3,95.1,.2
146,2016-10-04,23.5,17.7,640,29.8,1414,,1.7,75.6,7
146,2016-10-05,20,18,651,24.2,1605,47.5,2.2,92.1,2.4
146,2016-10-06,18.9,15.2,646,23.6,1422,,1.4,78.3,10.1
146,2016-10-07,18,13.8,539,24,1225,14.2,1.2,84.1,3.6
146,2016-10-08,17.6,14.4,2153,22,1517,41.4,2,84.3,4
146,2016-10-09,12.5,9.1,638,17,1520,,2.8,60,10.1
146,2016-10-10,13.2,9.2,702,17.4,1226,,1,68.3,4.4
146,2016-10-11,14.9,10.9,255,21.7,1528,,1,75.9,3.7
146,2016-10-12,15.5,11.3,433,21.5,1454,,1.3,69.4,7.3
146,2016-10-13,15.1,11.6,531,19.8,1431,,.9,69.5,2.3
146,2016-10-14,16.5,9.8,623,24.5,1441,,1.3,70.5,9.7
146,2016-10-15,18.7,12,648,25.7,1419,,1.2,68.5,7.2
146,2016-10-16,16.8,15.7,1441,20.9,1044,26.2,1.2,87.8,.1
146,2016-10-17,18.3,15.5,2350,22.5,1440,3.4,1.2,88.5,2.4
146,2016-10-18,16.9,13.7,603,21.9,1442,,1.1,86.1,7.2
146,2016-10-19,17.4,14.1,655,22.3,1053,,1.2,84.9,5.1
146,2016-10-20,17.1,12.3,647,22.1,1432,,.8,83.8,3.9
146,2016-10-21,18,15.9,2229,21.3,1119,0,1,73.8,0
146,2016-10-22,17.7,14.9,416,21.2,1511,0,1,74.9,1.7
146,2016-10-23,16.5,13.2,1952,19.9,1103,0,1.5,78.9,0
146,2016-10-24,16.2,12,430,19.6,1350,0,1.3,70.1,.6
146,2016-10-25,15.6,13.1,2355,19.6,1358,7.8,2.4,88.4,2.1
146,2016-10-26,14.4,10.6,636,19.2,1210,,1.5,81,4.3
146,2016-10-27,14.8,9.8,443,19.3,1442,0,.9,80.1,.6
146,2016-10-28,14.3,12.3,2343,16.2,8,2,1.6,88,.1
146,2016-10-29,10.2,7.3,2358,13.8,1314,,2.1,62.1,3
146,2016-10-30,8.7,3.3,701,15,1629,,1.6,47.3,9.7
146,2016-10-31,9.4,6.4,339,13,1313,0,1.6,63.6,0
146,2016-11-01,5.1,2.7,634,9.2,1415,,2.6,55,9.8
146,2016-11-02,6.4,-.1,404,12.1,1403,,1.5,60.6,9.3
146,2016-11-03,9.2,5.2,523,14.4,1514,.2,1.8,76.1,5.1
146,2016-11-04,11.3,5.7,452,18.1,1401,,1.8,76.1,7
146,2016-11-05,14.6,9.5,1,20.6,1354,,2,79,7.3
146,2016-11-06,14.8,9,618,21.1,1312,,1.5,72.6,7.3
146,2016-11-07,15.1,12.1,529,19.5,1344,2.3,1.7,68.5,4.2
146,2016-11-08,7.7,3.1,2349,12.2,1,6.5,2.8,67.9,6.8
146,2016-11-09,4.3,-.8,721,9.3,1443,,1.7,52.6,9.5
146,2016-11-10,7.1,3.3,313,11.7,1240,5.1,1,77,.1
146,2016-11-11,10,6.1,239,15.1,1252,1.8,2.1,73.4,8.2
146,2016-11-12,12.3,5.8,652,19.9,1350,,1.8,59.6,7.4
146,2016-11-13,15.3,9.6,258,20.4,1455,0,1.5,68.5,.3
146,2016-11-14,15.7,11.2,726,19.2,1141,.3,1.4,82,.7
146,2016-11-15,9.3,4.6,2343,14.6,1,,2.6,54.9,9.3
146,2016-11-16,6.9,1.2,658,12.9,1430,,1.2,58.5,6.1
146,2016-11-17,11.2,5.2,19,17.6,1457,,1.3,54.9,7.8
146,2016-11-18,11.4,7.8,729,16.8,1240,12.7,1.2,78,2.3
146,2016-11-19,13,10.9,1,14.4,1256,.7,.7,98,0
146,2016-11-20,12.7,9,2322,17.6,1512,0,1.6,75.1,7.4
146,2016-11-21,11.2,7.8,434,14.4,1359,.2,1,86.3,.1
146,2016-11-22,5.7,1.5,2340,10.7,2,0,2.9,63.1,1.3
146,2016-11-23,1.9,-1.4,729,6.1,1522,,2.6,46.8,8.1
146,2016-11-24,1.4,-1.1,523,5.1,1344,,2.8,55.9,9
146,2016-11-25,3.5,-.8,219,8.5,1422,,1.5,56.8,7.6
146,2016-11-26,2.1,-.4,622,5.2,1251,5.4,1.1,79,0
146,2016-11-27,4.5,-.6,727,10.2,1444,0,1.1,85.1,5.5
146,2016-11-28,4.3,1.1,2344,8.9,1510,,1.6,67.1,8.7
146,2016-11-29,3.2,-2.1,709,8.9,1511,,1.3,57.5,9.1
146,2016-11-30,6.4,.8,21,10.8,1341,2.3,1.2,76.1,.7
146,2016-12-01,7,1.6,2303,11.6,1149,0,2.5,65.3,7.8
146,2016-12-02,3.1,-1.7,731,8.6,1416,,1.4,66.9,9.2
146,2016-12-03,3.9,-1.8,726,10,1316,,1,69.8,6.2
146,2016-12-04,6.2,2.1,413,10.7,1559,,1,67.9,.8
146,2016-12-05,9.2,6,2357,14.3,1341,0,2.8,75.1,2.7
146,2016-12-06,2.2,-1,2340,5.9,1,,2.1,50.3,9.2
146,2016-12-07,4,-2.2,232,9.6,1539,.1,1.8,68.5,1.4
146,2016-12-08,5.3,.3,539,10.6,1328,2.5,1.6,78.5,6.4
146,2016-12-09,5.3,.9,2207,9.5,203,3.3,2.8,66.6,8.1
146,2016-12-10,.9,-3.3,804,5.6,1458,,1.2,55.1,9.1
146,2016-12-11,.6,-5.1,711,7.8,1600,,1.1,51.8,9
146,2016-12-12,7.1,-.7,2,13.3,1321,0,1.2,54.1,3
146,2016-12-13,5.9,2.7,2348,9.4,1346,,1.6,73.5,.3
146,2016-12-14,1.4,-1.3,753,4.5,1512,,1.7,65.9,5.5
146,2016-12-15,-.4,-3,2352,3.6,1436,,2.2,58.4,6.4
146,2016-12-16,-.9,-5.2,555,3.2,1524,,1.6,54.1,9.2
146,2016-12-17,4.5,-.2,655,11,1500,,1.8,63.6,6
146,2016-12-18,5.5,-.2,700,11.5,1449,0,1.6,75.3,2.2
146,2016-12-19,10.3,7.4,1,14.5,1322,3.2,1.5,93.5,.4
146,2016-12-20,9.1,5.8,2359,13.7,1558,,1,81.3,6.1
146,2016-12-21,11.2,4.3,226,16,2356,10.1,2.2,84.4,2.5
146,2016-12-22,7.9,4.3,2336,16.9,216,13.8,4.4,92,0
146,2016-12-23,1.5,.4,1728,4.5,1,2.4,3.7,87.1,0
146,2016-12-24,.1,-1.6,807,2.4,1400,,1.4,71.1,2.1
146,2016-12-25,3.3,-3.2,649,9,1528,,.9,72.6,7.3
146,2016-12-26,4.5,3.2,2036,5.7,941,11.2,1.6,92.5,0
146,2016-12-27,1.5,-2.9,2335,4.8,1336,0,3,61.9,8
146,2016-12-28,-1.7,-6,707,3,1341,,1.2,57.8,9.3
146,2016-12-29,-1.2,-3.2,2357,1.8,1354,.2,2.2,59.5,7.5
146,2016-12-30,-1.1,-6.5,653,5.1,1412,,1.6,64.3,9
146,2016-12-31,2.8,-1.2,1,6.2,1443,0,1.2,72.9,1
146,2017-01-01,4.8,.8,807,10.7,1357,,1.4,75.1,5.6
146,2017-01-02,6.1,1.5,513,10.3,1338,,1.6,81.9,1.1
146,2017-01-03,3.3,-.3,545,8.7,1357,,1.2,77.9,7
146,2017-01-04,4.1,-.2,444,9.3,1453,,1.3,81.6,2.8
146,2017-01-05,5.6,1,710,9.5,1858,,1,72.5,0
146,2017-01-06,7.9,4,2359,12,1329,0,1.5,61.9,8.5
146,2017-01-07,5.9,1.2,729,9.8,1150,,1,71.4,3.8
146,2017-01-08,8.3,5.9,148,13.7,1352,0,1.7,68.9,5
146,2017-01-09,4.4,.6,2350,7.9,1411,0,3.2,71.4,6.1
146,2017-01-10,.8,-2.5,2359,4.9,1415,,2.2,65.5,5.3
146,2017-01-11,-1.8,-5.1,659,1.9,1419,0,1.5,61.4,5.6
146,2017-01-12,1.7,-2.3,1,7.8,1254,0,2.5,69.6,5.1
146,2017-01-13,-1.6,-4.8,705,2.7,1123,.5,2.1,65.4,3.2
146,2017-01-14,-4.4,-7.2,2347,-1.5,1433,,3.2,50,9.3
146,2017-01-15,-4.9,-9.7,531,.7,1533,,1.5,53.3,9.3
146,2017-01-16,-2.5,-8.2,646,3.7,1502,,1.6,55.8,9.3
146,2017-01-17,-1.3,-6.4,619,3.9,1414,,1.1,53.1,4.1
146,2017-01-18,.9,-3.9,353,6.6,1242,,1.4,60.9,3.8
146,2017-01-19,.3,-3.9,751,5.8,1534,,1.3,70.4,7.7
146,2017-01-20,-1.2,-4,2256,1.5,448,1.6,3.4,74.1,3.4
146,2017-01-21,-1.4,-5.7,151,3.2,1339,1.1,1.7,80,3.6
146,2017-01-22,-3.2,-6.2,2354,.6,21,0,3.2,67.9,6.6
146,2017-01-23,-5.1,-7.6,734,-.8,1539,0,2,62.6,7.6
146,2017-01-24,-3.7,-8.9,639,1.9,1525,,1.7,66.9,9.2
146,2017-01-25,-2.9,-7.9,645,2.1,1451,,1.5,64.5,9.5
146,2017-01-26,-.1,-7.4,652,6.7,1529,,1.6,59,8.7
146,2017-01-27,1.8,-2.4,2349,7.3,240,1.2,2.8,62.3,8.3
146,2017-01-28,2,-5.1,745,8.8,1438,,1.2,52.6,8.2
146,2017-01-29,4.6,1.6,2358,8.1,1059,7.5,1.4,81.5,0
146,2017-01-30,-1.1,-5.2,2311,2.5,1437,1.5,3.1,64.9,5.2
146,2017-01-31,-2.7,-7.9,754,2.3,1621,,1.3,56.9,9
146,2017-02-01,-1.3,-4.7,250,4.5,1434,,2.1,53.9,7.7
146,2017-02-02,-1.3,-6.5,730,4.4,1520,,1.3,56.4,9.8
146,2017-02-03,2,-2.8,632,7.4,1512,,1.3,67.1,8.1
146,2017-02-04,5.1,-.5,156,9.9,1458,0,1,60.9,.9
146,2017-02-05,4.3,1.8,2242,6.3,21,2.1,2.3,81.6,0
146,2017-02-06,.6,-1.8,2350,4.1,1414,,2.7,61.3,8.9
146,2017-02-07,.2,-3.7,449,6,1418,,1.3,62.5,6.1
146,2017-02-08,.8,-1,700,4.5,1409,0,1.8,67.5,.6
146,2017-02-09,-2.3,-5.2,2349,1.7,1420,0,3.5,57,4.9
146,2017-02-10,-3.6,-5.8,704,1,1405,0,3.2,56.8,7.3
146,2017-02-11,-1.9,-5.5,144,2,1441,0,2.6,58.8,6.5
146,2017-02-12,.5,-2.1,702,5,1414,0,1.8,60.9,9.9
146,2017-02-13,2.3,-4.4,713,6.9,1357,0,1.8,71,6.9
146,2017-02-14,2.1,-1.1,729,7.5,1526,,1.8,59.1,10
146,2017-02-15,3.2,-3.5,700,10.9,1538,,1.3,49.6,9.6
146,2017-02-16,9.1,.1,645,15.7,1314,3.7,2,61.3,7.8
146,2017-02-17,3.7,-2.1,2355,12.2,32,3.3,3.5,78.1,5.5
146,2017-02-18,-.6,-4.6,725,5.1,1430,,2.3,54.9,10.3
146,2017-02-19,4.7,-3.3,412,10.7,1350,4.3,2.3,57.1,6
146,2017-02-20,2,-3.4,2358,11.2,107,17.3,4.5,74,7
146,2017-02-21,1.1,-5.4,726,7.9,1533,,1.3,55.3,9.8
146,2017-02-22,5.3,2.4,2358,7.9,1539,21.9,1.7,84.6,0
146,2017-02-23,.8,-2.1,2352,5.2,1428,,3.4,68.8,6.3
146,2017-02-24,.6,-4.8,701,5.4,1457,,1.8,57.8,9.8
146,2017-02-25,3.5,-.9,716,8.9,1435,,1.9,54.3,10.3
146,2017-02-26,3.8,-.1,736,9.7,1443,,1.6,63.8,9.6
146,2017-02-27,3.9,-1,718,10.7,1515,,1.5,59.3,10.3
146,2017-02-28,5.4,-1.5,543,12.8,1523,,1.7,51,10.5
146,2017-03-01,7,2.2,330,13.7,1401,2,1.7,55.4,3
146,2017-03-02,2.1,-.7,2353,5.8,1350,6.7,3.6,73.1,5.7
146,2017-03-03,3.9,-2.8,629,11.7,1528,,1.7,55.8,10.3
146,2017-03-04,5.9,.1,554,13.6,1530,,1.6,52.6,10
146,2017-03-05,5.9,.8,625,13.3,1607,,1.7,61.5,6.5
146,2017-03-06,2.5,-1,2327,7.2,1338,,3.7,50,10.8
146,2017-03-07,-.4,-3,438,3.5,1433,1.9,2.9,62.8,8.7
146,2017-03-08,1.6,-2.2,456,6.7,1455,0,2.5,69.9,5.9
146,2017-03-09,5.3,-.9,703,11.1,1427,,3.3,62,10.5
146,2017-03-10,5.5,-.4,627,12.8,1556,,1.9,51.1,10.9
146,2017-03-11,7.7,-.3,630,16.9,1518,,1.6,37.5,10.5
146,2017-03-12,8.6,1.5,627,16.6,1410,,1.7,42.9,7
146,2017-03-13,7.2,3.3,730,13.9,1505,,1.9,66.5,7.1
146,2017-03-14,5.2,1,701,11.3,1323,,2.4,59.1,11
146,2017-03-15,5.1,-1.2,643,12,1430,,1.8,51.9,10.9
146,2017-03-16,5.4,.2,627,12.9,1307,,1.7,52.8,8.2
146,2017-03-17,6.9,-.9,627,16.2,1458,,1.7,50.6,10.8
146,2017-03-18,9,3.1,637,17.3,1546,,1.4,39.1,6.9
146,2017-03-19,9.9,2,519,18.9,1450,,1.6,43.1,9.7
146,2017-03-20,8.5,5.1,645,12.8,1523,3.5,1.4,67.3,1.1
146,2017-03-21,6.5,3.5,2340,10.4,1346,.7,2.9,70.5,9.7
146,2017-03-22,6.3,.2,557,13.3,1529,,1.6,56.9,7
146,2017-03-23,8.3,4.5,2349,15,1305,,1.6,57.8,5.8
146,2017-03-24,8.4,2.6,436,14.2,1436,,1.4,55,5.9
146,2017-03-25,7.1,5.5,2337,9.5,1520,2.9,1.2,74.5,.1
146,2017-03-26,6.7,3.5,703,11.5,1441,,1.9,69.5,3.8
146,2017-03-27,6.9,4.3,439,11.2,1508,0,2.3,76.8,5.5
146,2017-03-28,7.8,2,622,14.1,1434,3.2,1.9,60.3,7.6
146,2017-03-29,9.3,4.1,628,15.2,1626,1.6,1.4,73.6,5.5
146,2017-03-30,10.6,3.8,532,19.3,1601,,1.5,64.5,10.5
146,2017-03-31,9.8,6.4,2336,15.1,1316,1.6,1.7,75.9,4.7
146,2017-04-01,8.2,5.2,2356,13.7,1233,2.2,2.1,76.6,5.2
146,2017-04-02,8,1.6,620,15.6,1357,,2.2,65.4,11.6
146,2017-04-03,10.7,2.7,529,18.5,1446,,1.9,47.1,11.7
146,2017-04-04,14,6.4,610,22.5,1421,,1.8,37.5,10.3
146,2017-04-05,14.5,10.6,753,16.5,1619,9.9,2.2,77.3,0
146,2017-04-06,12.3,8.6,2200,16,228,7.6,1.2,96.6,0
146,2017-04-07,13.6,8.8,18,22.9,1539,,1.3,79.6,8.8
146,2017-04-08,12.5,8.2,2142,22.1,1359,,1.4,83.4,9.9
146,2017-04-09,14.3,8.3,1,22.1,1452,,1.6,72.4,5
146,2017-04-10,16.4,11.8,602,22.6,1512,0,2.2,39.4,7.8
146,2017-04-11,11.2,8.2,638,16.9,1416,12.2,2.5,76,6.7
146,2017-04-12,11.3,6.1,636,17.5,1403,,2.5,40.9,11.1
146,2017-04-13,13.2,5.2,541,20,1433,,2.4,50,10.9
146,2017-04-14,16.2,11.1,12,21,1426,0,3.2,47.1,5.7
146,2017-04-15,18.2,12.7,605,25.1,1404,0,2.1,63.3,11.9
146,2017-04-16,17.6,8.7,638,28.7,1428,,1.5,67.4,10.7
146,2017-04-17,14.1,11.6,2353,17.5,807,18.2,1.4,83.9,1.8
146,2017-04-18,13.9,9.4,2342,22.7,1350,.1,2.7,79.6,4.5
146,2017-04-19,12.7,7.8,543,18.2,1359,,2.6,56.1,11.9
146,2017-04-20,11.7,9.4,2346,15.1,1009,2.9,.9,65.9,.1
146,2017-04-21,12.7,7.2,522,19.4,1500,,1.5,73.3,8.3
146,2017-04-22,13.3,7.1,607,20.9,1437,,1.7,67.3,9.3
146,2017-04-23,14.4,7.3,534,22.7,1419,,1.8,56.4,12.4
146,2017-04-24,16,8.6,514,23.2,1412,,2.1,48.5,12
146,2017-04-25,17.3,12.9,231,22.3,1307,4,2,69.1,4.9
146,2017-04-26,15,10.5,2358,20.8,1423,.7,2.1,58.9,9
146,2017-04-27,12.7,7,538,19.5,1322,,2.4,47.4,11
146,2017-04-28,15.4,7.6,334,24.1,1431,,3.1,50.9,11.7
146,2017-04-29,18,9.3,613,25.4,1554,,2.1,46.8,12.2
146,2017-04-30,19.9,14.7,353,27.8,1440,,2.5,55.9,11.2
146,2017-05-01,19.1,12.2,543,28.4,1439,,1.7,64.4,11.1
146,2017-05-02,19.7,12.3,509,26.8,1526,,1.4,58.5,8.7
146,2017-05-03,20.4,13,519,28.6,1516,,1.6,55.9,12.4
146,2017-05-04,20.7,14.7,520,27.8,1403,0,1.4,59.6,7.5
146,2017-05-05,19.1,15.4,1951,26.3,1126,9,1.3,78.9,3.6
146,2017-05-06,15.7,11.3,635,22.1,1415,,2.2,49.4,11.6
146,2017-05-07,16.4,9.7,534,23.2,1447,,2.6,59,12
146,2017-05-08,17.8,11.1,350,23.8,1442,,1.4,51,1.8
146,2017-05-09,14.6,11.5,656,18.5,1223,18.1,1.4,86.5,.1
146,2017-05-10,14.6,13.4,2214,17.3,1627,2.6,1.8,92,2
146,2017-05-11,20.5,13.9,1,26.6,1634,0,1.6,68.5,8.8
146,2017-05-12,20,16.9,2348,22.9,1128,.2,1.2,73.5,0
146,2017-05-13,18.5,13.3,2309,26.1,1502,.2,2.1,79.6,7.3
146,2017-05-14,15.4,11.6,555,21.2,1358,,2.8,67.1,12.6
146,2017-05-15,15.2,9.7,426,21.5,1336,,2.6,68.5,12.3
146,2017-05-16,16.2,10.7,407,22.5,1427,,1.4,68.6,9
146,2017-05-17,17.2,10.4,440,25.2,1456,,1.6,62,11.1
146,2017-05-18,19.6,11.4,508,26.5,1416,,1.8,56,13.1
146,2017-05-19,20.4,13.2,502,28.5,1449,,2,51.3,13.1
146,2017-05-20,19.9,12.9,429,26.6,1327,,1.6,47.5,10.1
146,2017-05-21,20.2,13.6,603,27.4,1522,,1.6,52.5,11.2
146,2017-05-22,21.1,13.4,538,27.6,1356,,1.8,57.9,13.3
146,2017-05-23,20.8,15.7,545,26.3,1421,,1.3,65.4,3.5
146,2017-05-24,20.4,16.4,607,25.4,1504,2.4,1.4,78.4,5.4
146,2017-05-25,17.9,13.1,2358,26.8,1323,,2.6,70.9,13.2
146,2017-05-26,16,11.1,530,21.2,1422,,2.8,58.9,13.6
146,2017-05-27,17.7,10.5,532,25.7,1445,,1.7,58.5,13.5
146,2017-05-28,22.2,13.9,239,29.5,1446,,2.5,50.3,12
146,2017-05-29,23.2,16.9,512,30.3,1339,,1.9,56.6,12.7
146,2017-05-30,23.4,16.9,545,30,1318,,1.1,54,8.5
146,2017-05-31,20.4,16.8,540,27.2,1157,19,1.2,80.4,4.7
146,2017-06-01,19.8,15.5,2210,24,1154,,2,86.6,5.3
146,2017-06-02,18.9,12.4,514,25.2,1312,,1.9,62,13.4
146,2017-06-03,18.7,14.4,531,23.5,1439,.2,2.2,63,11.5
146,2017-06-04,20,11.5,516,27.4,1545,,2,54.1,13.5
146,2017-06-05,22,14.1,457,29,1544,,1.6,46.6,11.4
146,2017-06-06,19.5,15.8,1719,23.3,1231,3.1,2.4,65.6,0
146,2017-06-07,18.3,15.7,2142,21.1,1044,.9,3.1,89.8,0
146,2017-06-08,19.4,15.5,344,25.3,1544,,1.7,77.8,7.1
146,2017-06-09,22,15.6,520,28,1557,,2.3,63.4,11.1
146,2017-06-10,21.7,17.2,431,25.6,1531,,1.4,77.8,.7
146,2017-06-11,22.6,19,2336,29.2,1410,,1.8,57.3,11.5
146,2017-06-12,21.4,17.6,426,27.1,1528,0,1.3,64.9,5.6
146,2017-06-13,20.8,16.9,404,26.6,1420,,1.8,64.8,8.4
146,2017-06-14,20.2,14.5,524,26.4,1443,,2,72.1,11.9
146,2017-06-15,21.8,16,522,28.1,1514,,1.5,66.6,12.4
146,2017-06-16,23.8,17.2,525,30.7,1317,,1.8,53.6,12.8
146,2017-06-17,23.7,18.1,458,30.6,1319,,1.9,59.6,12.9
146,2017-06-18,23.6,18.3,549,31.4,1436,,1.6,62.6,12.3
146,2017-06-19,24.5,17.5,545,31.8,1423,,1.5,57.3,12.1
146,2017-06-20,24.4,19.5,530,28.9,1403,,.9,57.9,.4
146,2017-06-21,23.8,20.4,557,28.6,1404,,1.7,71.8,7.6
146,2017-06-22,24.2,20.8,543,30.5,1449,,1.7,73,11.9
146,2017-06-23,25.8,19.9,447,33,1438,,1.5,66.3,10.8
146,2017-06-24,23.6,20.3,2350,30.6,1219,3.5,1.3,78.3,3.6
146,2017-06-25,23.6,19.9,317,29,1610,,1.3,78.4,7.9
146,2017-06-26,22,18.9,2130,27,1056,66.3,1.5,87,.4
146,2017-06-27,23,19.7,27,29,1600,24.3,1.1,87.3,2.3
146,2017-06-28,24.4,20.5,258,30.1,1440,1.7,1.3,81.1,7
146,2017-06-29,25,22,528,30,1520,0,1.1,81.4,4.8
146,2017-06-30,25.1,22.5,506,29.5,1457,0,1.4,83.5,3.8
146,2017-07-01,26,22.3,100,29.1,1449,1.8,.9,86.8,0
146,2017-07-02,27,24.9,636,29.5,1239,8.3,1.5,84.9,.5
146,2017-07-03,26.8,24,200,30.1,1407,12.7,3.1,89,1.7
146,2017-07-04,25.5,24.4,451,28,1534,2.3,1.6,95.4,.5
146,2017-07-05,26.9,24,354,32.2,1548,0,1.1,85.5,5.8
146,2017-07-06,26.4,23.9,1601,31.3,1439,2.1,1.4,87.3,2.7
146,2017-07-07,27.4,24.1,448,30.2,1514,1.3,2.3,84.6,.6
146,2017-07-08,26.2,22.8,730,29.4,1715,37.6,1.8,91.8,.6
146,2017-07-09,27,23.1,1834,33.1,1534,16.6,1.4,88.1,7.8
146,2017-07-10,27.3,24.7,837,29.9,1450,12.2,2.2,88.3,.3
146,2017-07-11,26.4,23.6,157,30.9,1508,3.5,2.5,89.8,4.6
146,2017-07-12,27.2,24,401,32,1553,,1,85.6,8.8
146,2017-07-13,27.4,23.1,327,31.7,1505,,1,81,10.6
146,2017-07-14,26.8,23.2,1634,32.9,1253,1.9,1.5,85.1,4.1
146,2017-07-15,24.3,21.6,256,27.1,1359,58.5,1.8,95.5,.6
146,2017-07-16,27.5,25.3,12,31,1357,,1.5,88.3,1.8
146,2017-07-17,24.9,21.9,1514,29.4,1052,9.5,1.4,92.6,.1
146,2017-07-18,24.9,22.5,55,27.7,1449,1.3,.8,94.6,0
146,2017-07-19,27.3,23.9,525,32,1533,0,.8,87.9,6
146,2017-07-20,28.8,24.7,454,34.1,1532,,.8,83.3,8.9
146,2017-07-21,29.7,26.5,305,34.3,1520,,.9,81.8,7.2
146,2017-07-22,29.2,26.7,446,32.4,1610,,.9,85.8,7.5
146,2017-07-23,28.5,26.5,615,31,1611,0,.5,88.4,0
146,2017-07-24,28.9,27.4,8,32,1312,.4,.9,90.5,0
146,2017-07-25,28.1,25.5,353,31.6,1551,16.1,1.2,91.5,5.7
146,2017-07-26,28.4,24.5,356,32.9,1534,,1,72.8,8.6
146,2017-07-27,27.9,23.5,518,32.8,1434,,1,79.4,8
146,2017-07-28,27.8,24.8,500,31,1414,0,1,87.1,3.4
146,2017-07-29,27.7,25.4,321,31.8,1450,1.9,1.3,88.6,7.8
146,2017-07-30,27.1,25.5,2327,31.5,1342,4.7,.5,92.3,1.5
